arm,model,id,step_idx,epoch,efficacy,specificity,soft_shift,prediction_changed
base,Base LLaMA-3B,7-1197,3,3,93.75530261031417,90.0,20.703125,0
base,Base LLaMA-3B,7-1197,3,4,96.27112087435374,90.0,19.140625,0
base,Base LLaMA-3B,7-1197,3,5,97.09594601696809,95.0,16.40625,0
base,Base LLaMA-3B,7-1197,5,1,78.03291523454247,95.0,-13.28125,0
base,Base LLaMA-3B,7-1197,5,2,85.59363408985467,95.0,-13.28125,0
base,Base LLaMA-3B,7-1197,5,3,91.26209738045796,100.0,-13.671875,0
base,Base LLaMA-3B,7-1197,5,4,94.35838604962227,90.0,-14.0625,0
base,Base LLaMA-3B,7-1197,5,5,95.60630663765926,90.0,-14.0625,0
base,Base LLaMA-3B,7-1197,7,1,75.87387722621557,95.0,-5.859375,0
base,Base LLaMA-3B,7-1197,7,2,91.79150013761011,95.0,-10.15625,0
base,Base LLaMA-3B,7-1197,7,3,95.0212931632136,90.0,-10.9375,0
base,Base LLaMA-3B,7-1197,7,4,95.99949666886207,95.0,-10.9375,0
base,Base LLaMA-3B,7-1197,7,5,96.5781881688334,95.0,-11.328125,0
base,Base LLaMA-3B,7-1197,9,1,77.06844439625308,90.0,-10.9375,0
base,Base LLaMA-3B,7-1197,9,2,74.8146132362621,95.0,-6.640625,0
base,Base LLaMA-3B,7-1197,9,3,79.12058102022604,100.0,-7.03125,0
base,Base LLaMA-3B,7-1197,9,4,84.48373333336518,100.0,-9.375,0
base,Base LLaMA-3B,7-1197,9,5,88.10326567496395,100.0,-10.15625,0
base,Base LLaMA-3B,7-1197,11,1,79.12058102022604,100.0,2.34375,0
base,Base LLaMA-3B,7-1197,11,2,91.56395213930173,100.0,-4.6875,0
base,Base LLaMA-3B,7-1197,11,3,94.20199474997456,95.0,-4.6875,0
base,Base LLaMA-3B,7-1197,11,4,95.11759007045801,95.0,-6.25,0
base,Base LLaMA-3B,7-1197,11,5,95.62343602474063,100.0,-6.25,0
base,Base LLaMA-3B,8-279,0,1,73.76014177664078,100.0,17.1875,0
base,Base LLaMA-3B,8-279,0,2,81.82418142375916,95.0,20.703125,0
base,Base LLaMA-3B,8-279,0,3,87.50795475929988,90.0,25.0,0
base,Base LLaMA-3B,8-279,0,4,90.57050954248125,95.0,25.390625,0
base,Base LLaMA-3B,8-279,0,5,92.30387418765206,90.0,28.90625,0
base,Base LLaMA-3B,8-279,1,1,73.08536512708162,100.0,32.8125,0
base,Base LLaMA-3B,8-279,1,2,86.0368713718601,95.0,40.234375,0
base,Base LLaMA-3B,8-279,1,3,91.53093438152196,95.0,47.65625,1
base,Base LLaMA-3B,8-279,1,4,93.9945332104692,95.0,51.5625,1
base,Base LLaMA-3B,8-279,1,5,94.78236003336916,95.0,54.296875,1
base,Base LLaMA-3B,8-279,2,1,72.33926396448128,100.0,-3.125,0
base,Base LLaMA-3B,8-279,2,2,90.6621462371703,95.0,-3.515625,0
base,Base LLaMA-3B,8-279,2,3,93.58219322188921,95.0,0.0,0
base,Base LLaMA-3B,8-279,2,4,94.24711518479769,90.0,3.125,0
base,Base LLaMA-3B,8-279,2,5,94.923096969658,90.0,5.859375,0
base,Base LLaMA-3B,8-279,3,1,73.81134148374335,100.0,-1.171875,0
base,Base LLaMA-3B,8-279,3,2,92.07506644114036,95.0,-4.6875,0
base,Base LLaMA-3B,8-279,3,3,93.73086155577948,95.0,-3.515625,0
base,Base LLaMA-3B,8-279,3,4,94.55327812986499,95.0,-3.125,0
base,Base LLaMA-3B,8-279,3,5,94.80270168383701,85.0,-1.5625,0
base,Base LLaMA-3B,8-279,4,1,78.91568158713034,100.0,1.5625,0
base,Base LLaMA-3B,8-279,4,2,87.7973326756234,100.0,-0.78125,0
base,Base LLaMA-3B,8-279,4,3,91.48116528465314,100.0,-1.171875,0
base,Base LLaMA-3B,8-279,4,4,93.26104707158879,95.0,0.78125,0
base,Base LLaMA-3B,8-279,4,5,94.41321179630002,95.0,1.171875,0
base,Base LLaMA-3B,8-279,5,1,87.80477832022994,90.0,1.171875,0
base,Base LLaMA-3B,8-279,5,2,99.87664708330144,95.0,-0.390625,0
base,Base LLaMA-3B,8-279,5,3,99.88044225356616,90.0,2.734375,0
base,Base LLaMA-3B,8-279,5,4,99.92518267405734,90.0,4.296875,0
base,Base LLaMA-3B,8-279,5,5,99.95169430375384,85.0,7.03125,0
base,Base LLaMA-3B,8-466,1,1,95.90462746629869,95.0,45.751953125,1
base,Base LLaMA-3B,8-466,1,2,98.86275612007152,95.0,50.68359375,1
base,Base LLaMA-3B,8-466,1,3,99.41000564741141,95.0,51.30615234375,1
base,Base LLaMA-3B,8-466,1,4,99.51087750214207,100.0,51.092529296875,1
base,Base LLaMA-3B,8-466,1,5,99.51087750214207,95.0,50.439453125,1
base,Base LLaMA-3B,8-466,2,1,89.25219620042508,100.0,-16.40625,0
base,Base LLaMA-3B,8-466,2,2,95.58911020805243,100.0,-32.421875,0
base,Base LLaMA-3B,8-466,2,3,96.96844273606588,100.0,-32.421875,0
base,Base LLaMA-3B,8-466,2,4,97.48675075476731,95.0,-33.59375,0
base,Base LLaMA-3B,8-466,2,5,97.85030400173132,100.0,-33.984375,0
base,Base LLaMA-3B,8-466,4,1,87.33599223178122,95.0,2.734375,0
base,Base LLaMA-3B,8-466,4,2,94.63772172549265,95.0,-1.171875,0
base,Base LLaMA-3B,8-466,4,3,95.8238534807669,90.0,9.5703125,0
base,Base LLaMA-3B,8-466,4,4,96.4279525886228,85.0,9.375,0
base,Base LLaMA-3B,8-466,4,5,96.7980373946154,85.0,12.3046875,1
base,Base LLaMA-3B,8-466,5,1,86.5717904293102,100.0,-3.515625,0
base,Base LLaMA-3B,8-466,5,2,96.44187868171498,100.0,26.3671875,1
base,Base LLaMA-3B,8-466,5,3,98.2108642429147,95.0,29.00390625,1
base,Base LLaMA-3B,8-466,5,4,98.94822134731076,95.0,33.203125,1
base,Base LLaMA-3B,8-466,5,5,99.34181373750361,90.0,35.05859375,1
base,Base LLaMA-3B,8-466,7,1,75.87387722621557,85.0,34.47265625,1
base,Base LLaMA-3B,8-466,7,2,87.483532391234,75.0,49.42626953125,1
base,Base LLaMA-3B,8-466,7,3,88.42415978637368,75.0,50.32958984375,1
base,Base LLaMA-3B,8-466,7,4,89.46007754381357,75.0,50.76904296875,1
base,Base LLaMA-3B,8-466,7,5,90.25216522500516,65.0,50.946044921875,1
base,Base LLaMA-3B,1204,0,1,82.62260565495548,100.0,5.078125,0
base,Base LLaMA-3B,1204,0,2,89.29409791644729,100.0,1.5625,0
base,Base LLaMA-3B,1204,0,3,91.91876113231778,95.0,1.5625,0
base,Base LLaMA-3B,1204,0,4,93.08775009567289,95.0,1.5625,0
base,Base LLaMA-3B,1204,0,5,93.60721387932924,95.0,2.34375,0
base,Base LLaMA-3B,1204,1,1,81.78864708789864,100.0,2.34375,0
base,Base LLaMA-3B,1204,1,2,91.12449543634658,100.0,0.390625,0
base,Base LLaMA-3B,1204,1,3,93.89996086954065,100.0,0.78125,0
base,Base LLaMA-3B,1204,1,4,95.17447186907204,100.0,0.78125,0
base,Base LLaMA-3B,1204,1,5,95.74148637112124,100.0,1.5625,0
base,Base LLaMA-3B,1204,2,1,79.76297320824692,95.0,2.734375,0
base,Base LLaMA-3B,1204,2,2,93.6321369904703,95.0,1.171875,0
base,Base LLaMA-3B,1204,2,3,95.04070330168683,90.0,0.390625,0
base,Base LLaMA-3B,1204,2,4,96.13769584787028,90.0,0.78125,0
base,Base LLaMA-3B,1204,2,5,96.74761382060034,100.0,0.390625,0
base,Base LLaMA-3B,1204,3,1,73.60594128929388,95.0,-0.390625,0
base,Base LLaMA-3B,1204,3,2,93.11469840418007,95.0,-1.953125,0
base,Base LLaMA-3B,1204,3,3,95.8238534807669,95.0,-1.953125,0
base,Base LLaMA-3B,1204,3,4,96.13769584787028,90.0,-1.171875,0
base,Base LLaMA-3B,1204,3,5,96.19757532359709,95.0,-0.390625,0
base,Base LLaMA-3B,1204,4,1,91.91876113231778,95.0,1.953125,0
base,Base LLaMA-3B,1204,4,2,97.16321835502869,95.0,2.34375,0
base,Base LLaMA-3B,1204,4,3,97.57357207538233,100.0,5.078125,0
base,Base LLaMA-3B,1204,4,4,97.57357207538233,100.0,9.375,0
base,Base LLaMA-3B,1204,4,5,97.98842059732591,100.0,8.203125,0
base,Base LLaMA-3B,1204,5,1,91.57218644597873,90.0,3.90625,0
base,Base LLaMA-3B,1204,5,2,98.4410112506194,100.0,8.203125,0
base,Base LLaMA-3B,1204,5,3,99.49387045592968,95.0,7.03125,0
base,Base LLaMA-3B,1204,5,4,99.77540637626623,95.0,5.859375,0
base,Base LLaMA-3B,1204,5,5,99.85945290160826,95.0,7.8125,0
base,Base LLaMA-3B,9-24,1,1,77.8606252533847,100.0,5.46875,0
base,Base LLaMA-3B,9-24,1,2,89.86385563223553,95.0,-0.78125,0
base,Base LLaMA-3B,9-24,1,3,93.85211766967733,95.0,0.390625,0
base,Base LLaMA-3B,9-24,1,4,95.21202442691384,100.0,-5.859375,0
base,Base LLaMA-3B,9-24,1,5,95.90462746629869,100.0,-9.765625,0
base,Base LLaMA-3B,9-24,3,1,64.06424769046792,95.0,-17.1875,0
base,Base LLaMA-3B,9-24,3,2,71.57248011577123,95.0,-19.53125,0
base,Base LLaMA-3B,9-24,3,3,79.68376772484682,100.0,-20.3125,0
base,Base LLaMA-3B,9-24,3,4,83.15725187218158,90.0,-19.921875,0
base,Base LLaMA-3B,9-24,3,5,86.46647167633873,90.0,-19.921875,0
base,Base LLaMA-3B,9-24,5,1,88.24186682804344,100.0,40.0390625,1
base,Base LLaMA-3B,9-24,5,2,96.68346625110897,95.0,49.4140625,1
base,Base LLaMA-3B,9-24,5,3,97.98842059732591,100.0,51.7578125,1
base,Base LLaMA-3B,9-24,5,4,98.22478740783714,100.0,56.4453125,1
base,Base LLaMA-3B,9-24,5,5,98.4333803859871,100.0,54.78515625,1
base,Base LLaMA-3B,9-24,7,1,83.77082073908558,100.0,-5.859375,0
base,Base LLaMA-3B,9-24,7,2,93.23467155557066,90.0,-10.9375,0
base,Base LLaMA-3B,9-24,7,3,94.81284275050159,90.0,-9.375,0
base,Base LLaMA-3B,9-24,7,4,95.6319756590535,90.0,-7.8125,0
base,Base LLaMA-3B,9-24,7,5,96.08452828633422,90.0,-5.859375,0
base,Base LLaMA-3B,9-24,9,1,63.53397068602546,85.0,7.03125,0
base,Base LLaMA-3B,9-24,9,2,82.90871604226855,90.0,-3.515625,0
base,Base LLaMA-3B,9-24,9,3,86.05050058368928,90.0,-5.078125,0
base,Base LLaMA-3B,9-24,9,4,87.49574953775866,90.0,-4.296875,0
base,Base LLaMA-3B,9-24,9,5,88.25334377507905,80.0,-3.90625,0
base,Base LLaMA-3B,8-165,1,1,94.26954355717314,100.0,48.046875,0
base,Base LLaMA-3B,8-165,1,2,97.89188288615556,100.0,59.5703125,1
base,Base LLaMA-3B,8-165,1,3,98.87160622215829,100.0,66.9921875,1
base,Base LLaMA-3B,8-165,1,4,99.17444947652486,95.0,69.7265625,1
base,Base LLaMA-3B,8-165,1,5,99.35706060585255,95.0,70.1171875,1
base,Base LLaMA-3B,8-165,3,1,95.34117189923688,90.0,7.8125,0
base,Base LLaMA-3B,8-165,3,2,98.57913770688037,100.0,21.875,0
base,Base LLaMA-3B,8-165,3,3,99.57999390840484,100.0,23.4375,0
base,Base LLaMA-3B,8-165,3,4,99.77518693942609,100.0,24.21875,0
base,Base LLaMA-3B,8-165,3,5,99.84548839373537,95.0,24.609375,0
base,Base LLaMA-3B,8-165,5,1,89.12550449027789,90.0,48.2421875,0
base,Base LLaMA-3B,8-165,5,2,97.25049695074132,95.0,66.6015625,1
base,Base LLaMA-3B,8-165,5,3,98.38365054118341,95.0,68.9453125,1
base,Base LLaMA-3B,8-165,5,4,98.65999923348592,95.0,72.16796875,1
base,Base LLaMA-3B,8-165,5,5,98.98851435473955,95.0,75.9765625,1
base,Base LLaMA-3B,8-165,7,1,95.80750850542988,100.0,39.84375,0
base,Base LLaMA-3B,8-165,7,2,99.39601433454051,90.0,70.1171875,1
base,Base LLaMA-3B,8-165,7,3,99.69629693476517,95.0,70.1171875,1
base,Base LLaMA-3B,8-165,7,4,99.78464227881679,95.0,69.3359375,1
base,Base LLaMA-3B,8-165,7,5,99.82146217831415,95.0,63.28125,1
base,Base LLaMA-3B,7-664,0,1,88.91102428469475,100.0,6.25,0
base,Base LLaMA-3B,7-664,0,2,97.98054749814854,95.0,6.640625,0
base,Base LLaMA-3B,7-664,0,3,98.8847524078647,95.0,5.078125,0
base,Base LLaMA-3B,7-664,0,4,99.04607818327621,95.0,5.859375,0
base,Base LLaMA-3B,7-664,0,5,99.04607818327621,95.0,10.15625,0
base,Base LLaMA-3B,7-664,1,1,72.1223181229528,95.0,-1.171875,0
base,Base LLaMA-3B,7-664,1,2,88.55902240981617,100.0,-1.953125,0
base,Base LLaMA-3B,7-664,1,3,90.36573094000977,100.0,-2.34375,0
base,Base LLaMA-3B,7-664,1,4,91.36389702946049,100.0,-1.953125,0
base,Base LLaMA-3B,7-664,1,5,91.75937297751489,95.0,-0.78125,0
base,Base LLaMA-3B,7-664,2,1,84.17770239505016,100.0,5.46875,0
base,Base LLaMA-3B,7-664,2,2,93.30041766772024,100.0,3.125,0
base,Base LLaMA-3B,7-664,2,3,96.2418749129002,95.0,5.46875,0
base,Base LLaMA-3B,7-664,2,4,97.0731692392864,95.0,10.546875,0
base,Base LLaMA-3B,7-664,2,5,97.41708091928093,95.0,22.265625,0
base,Base LLaMA-3B,7-664,3,1,52.48575499191821,90.0,25.390625,0
base,Base LLaMA-3B,7-664,3,2,82.52048609874389,95.0,41.40625,0
base,Base LLaMA-3B,7-664,3,3,89.39813890201498,95.0,48.046875,0
base,Base LLaMA-3B,7-664,3,4,93.04712974266496,100.0,51.5625,1
base,Base LLaMA-3B,7-664,3,5,94.49982691915353,95.0,49.4140625,0
base,Base LLaMA-3B,9-633,0,1,83.48302011027535,90.0,11.71875,0
base,Base LLaMA-3B,9-633,0,2,92.55521389287837,80.0,37.5,0
base,Base LLaMA-3B,9-633,0,3,94.20199474997456,85.0,49.21875,0
base,Base LLaMA-3B,9-633,0,4,94.46750474110137,85.0,58.203125,1
base,Base LLaMA-3B,9-633,0,5,94.80270168383701,85.0,63.8671875,1
base,Base LLaMA-3B,9-633,1,1,79.36383361939829,90.0,1.5625,0
base,Base LLaMA-3B,9-633,1,2,91.26209738045796,85.0,1.171875,0
base,Base LLaMA-3B,9-633,1,3,93.60721387932924,85.0,1.5625,0
base,Base LLaMA-3B,9-633,1,4,94.70019415966442,85.0,2.34375,0
base,Base LLaMA-3B,9-633,1,5,95.3229377616041,90.0,1.953125,0
base,Base LLaMA-3B,9-633,2,1,83.0582742044113,85.0,0.390625,0
base,Base LLaMA-3B,9-633,2,2,90.49655313221565,90.0,0.390625,0
base,Base LLaMA-3B,9-633,2,3,91.99729538845425,90.0,0.78125,0
base,Base LLaMA-3B,9-633,2,4,93.56964619405744,85.0,0.390625,0
base,Base LLaMA-3B,9-633,2,5,94.83306556011779,85.0,0.0,0
base,Base LLaMA-3B,9-633,3,1,59.59634763366579,100.0,1.171875,0
base,Base LLaMA-3B,9-633,3,2,83.02515256139138,100.0,0.0,0
base,Base LLaMA-3B,9-633,3,3,89.54209987109985,95.0,0.0,0
base,Base LLaMA-3B,9-633,3,4,92.46745711008072,90.0,0.0,0
base,Base LLaMA-3B,9-633,3,5,94.04126812380139,90.0,0.0,0
base,Base LLaMA-3B,8-213,1,1,87.5323294739798,100.0,4.6875,0
base,Base LLaMA-3B,8-213,1,2,95.62343602474063,100.0,2.34375,0
base,Base LLaMA-3B,8-213,1,3,98.02732806496847,95.0,1.5625,0
base,Base LLaMA-3B,8-213,1,4,98.60116613494839,100.0,-1.5625,0
base,Base LLaMA-3B,8-213,1,5,98.80351398984872,100.0,-0.78125,0
base,Base LLaMA-3B,8-213,3,1,95.87250706142024,100.0,31.8359375,1
base,Base LLaMA-3B,8-213,3,2,99.28274927549913,95.0,40.4296875,1
base,Base LLaMA-3B,8-213,3,3,99.67161868956865,85.0,41.50390625,1
base,Base LLaMA-3B,8-213,3,4,99.75975110103444,90.0,40.0390625,1
base,Base LLaMA-3B,8-213,3,5,99.81865061672653,85.0,41.50390625,1
base,Base LLaMA-3B,8-213,5,1,83.09133121985563,100.0,-23.046875,0
base,Base LLaMA-3B,8-213,5,2,92.84041916981849,100.0,-37.109375,0
base,Base LLaMA-3B,8-213,5,3,93.37847016608114,100.0,-39.0625,0
base,Base LLaMA-3B,8-213,5,4,94.24711518479769,100.0,-40.234375,0
base,Base LLaMA-3B,8-213,5,5,94.67945130609063,100.0,-39.84375,0
base,Base LLaMA-3B,8-213,7,1,82.75783761062472,100.0,-15.625,0
base,Base LLaMA-3B,8-213,7,2,92.8123973627402,95.0,-22.65625,0
base,Base LLaMA-3B,8-213,7,3,94.48907389602414,100.0,-23.828125,0
base,Base LLaMA-3B,8-213,7,4,95.06003776720162,95.0,-22.65625,0
base,Base LLaMA-3B,8-213,7,5,95.50211320221104,95.0,-23.4375,0
base,Base LLaMA-3B,8-213,9,1,83.41837447878325,100.0,53.40576171875,1
base,Base LLaMA-3B,8-213,9,2,96.8353413888964,100.0,54.62646484375,1
base,Base LLaMA-3B,8-213,9,3,97.53536139551885,100.0,54.72412109375,1
base,Base LLaMA-3B,8-213,9,4,97.45712536795878,100.0,54.62646484375,1
base,Base LLaMA-3B,8-213,9,5,97.45712536795878,100.0,54.5013427734375,1
base,Base LLaMA-3B,8-213,11,1,65.64282723503412,100.0,-5.46875,0
base,Base LLaMA-3B,8-213,11,2,90.38452950781529,95.0,-4.6875,0
base,Base LLaMA-3B,8-213,11,3,95.73316083392905,100.0,-0.78125,0
base,Base LLaMA-3B,8-213,11,4,98.01573551095511,100.0,-6.25,0
base,Base LLaMA-3B,8-213,11,5,99.06269982358346,100.0,0.78125,0
base,Base LLaMA-3B,473,1,1,98.00407483243194,95.0,45.703125,1
base,Base LLaMA-3B,473,1,2,99.33144881204606,100.0,45.5078125,1
base,Base LLaMA-3B,473,1,3,99.44575159819209,100.0,44.7265625,1
base,Base LLaMA-3B,473,1,4,99.52592621934599,100.0,46.09375,1
base,Base LLaMA-3B,473,1,5,99.61907101565039,100.0,48.33984375,1
base,Base LLaMA-3B,473,3,1,89.58287135982084,95.0,-16.015625,0
base,Base LLaMA-3B,473,3,2,93.16828024629558,95.0,-18.359375,0
base,Base LLaMA-3B,473,3,3,95.72481902003196,100.0,-17.96875,0
base,Base LLaMA-3B,473,3,4,96.51069897778454,100.0,-19.140625,0
base,Base LLaMA-3B,473,3,5,97.19626786225358,100.0,-21.09375,0
base,Base LLaMA-3B,473,5,1,87.91591936968007,95.0,-15.625,0
base,Base LLaMA-3B,473,5,2,96.89655142731077,95.0,-21.875,0
base,Base LLaMA-3B,473,5,3,98.0579115085809,85.0,-23.4375,0
base,Base LLaMA-3B,473,5,4,98.38995209053051,85.0,-24.609375,0
base,Base LLaMA-3B,473,5,5,98.57913770688037,85.0,-24.609375,0
base,Base LLaMA-3B,473,7,1,66.8297111534161,100.0,12.109375,0
base,Base LLaMA-3B,473,7,2,86.06411649223809,95.0,12.890625,0
base,Base LLaMA-3B,473,7,3,90.71670024179629,95.0,7.421875,0
base,Base LLaMA-3B,473,7,4,93.51921230408557,90.0,1.953125,0
base,Base LLaMA-3B,473,7,5,94.36939407334657,90.0,-2.34375,0
base,Base LLaMA-3B,473,9,1,77.94693849568436,95.0,46.484375,1
base,Base LLaMA-3B,473,9,2,90.94944179438548,90.0,38.4765625,0
base,Base LLaMA-3B,473,9,3,95.00180705560635,95.0,39.84375,1
base,Base LLaMA-3B,473,9,4,96.67048570502892,90.0,41.796875,1
base,Base LLaMA-3B,473,9,5,97.40697165982908,95.0,45.703125,1
base,Base LLaMA-3B,9-540,0,1,83.09133121985563,95.0,14.0625,0
base,Base LLaMA-3B,9-540,0,2,90.51509643728818,95.0,18.1640625,0
base,Base LLaMA-3B,9-540,0,3,93.37847016608114,90.0,17.1875,0
base,Base LLaMA-3B,9-540,0,4,94.76193876793243,90.0,19.7265625,0
base,Base LLaMA-3B,9-540,0,5,95.449093535953,90.0,23.4375,0
base,Base LLaMA-3B,9-540,1,1,84.11577567314599,100.0,6.640625,0
base,Base LLaMA-3B,9-540,1,2,91.36389702946049,100.0,0.0,0
base,Base LLaMA-3B,9-540,1,3,94.51055896078103,90.0,-1.953125,0
base,Base LLaMA-3B,9-540,1,4,95.72481902003196,90.0,0.0,0
base,Base LLaMA-3B,9-540,1,5,96.16775253723986,85.0,1.5625,0
base,Base LLaMA-3B,9-540,2,1,75.39803209226713,100.0,44.7265625,1
base,Base LLaMA-3B,9-540,2,2,87.91591936968007,90.0,52.44140625,1
base,Base LLaMA-3B,9-540,2,3,93.82805553857126,90.0,54.150390625,1
base,Base LLaMA-3B,9-540,2,4,95.69128836003091,90.0,56.15234375,1
base,Base LLaMA-3B,9-540,2,5,96.31456363203735,90.0,56.34765625,1
base,Base LLaMA-3B,9-540,3,1,81.9303689606251,100.0,28.3203125,0
base,Base LLaMA-3B,9-540,3,2,90.02100198496345,100.0,33.3984375,1
base,Base LLaMA-3B,9-540,3,3,93.65696293560937,100.0,43.1640625,1
base,Base LLaMA-3B,9-540,3,4,95.21202442691384,95.0,47.16796875,1
base,Base LLaMA-3B,9-540,3,5,96.09216822871508,95.0,48.046875,1
base,Base LLaMA-3B,9-540,4,1,72.01320796107638,100.0,5.46875,0
base,Base LLaMA-3B,9-540,4,2,90.77093552870659,90.0,0.390625,0
base,Base LLaMA-3B,9-540,4,3,93.94743175066881,85.0,0.390625,0
base,Base LLaMA-3B,9-540,4,4,94.74143757592263,85.0,0.390625,0
base,Base LLaMA-3B,9-540,4,5,95.13662478286872,80.0,0.78125,0
base,Base LLaMA-3B,1160,0,1,80.46207036095238,100.0,-12.3046875,0
base,Base LLaMA-3B,1160,0,2,89.7042345845394,100.0,-16.9921875,0
base,Base LLaMA-3B,1160,0,3,92.8123973627402,100.0,-26.3671875,0
base,Base LLaMA-3B,1160,0,4,93.94743175066881,100.0,-30.2734375,0
base,Base LLaMA-3B,1160,0,5,94.40228943769597,95.0,-31.0546875,0
base,Base LLaMA-3B,1160,1,1,75.63711638129288,85.0,44.7509765625,1
base,Base LLaMA-3B,1160,1,2,84.75409700355544,85.0,45.5413818359375,1
base,Base LLaMA-3B,1160,1,3,87.36070248299366,90.0,45.9320068359375,1
base,Base LLaMA-3B,1160,1,4,88.67020692981747,90.0,45.97320556640625,1
base,Base LLaMA-3B,1160,1,5,90.15650519628299,90.0,45.97320556640625,1
base,Base LLaMA-3B,1160,2,1,82.95871488698133,95.0,25.78125,1
base,Base LLaMA-3B,1160,2,2,93.42999932006033,95.0,28.41796875,1
base,Base LLaMA-3B,1160,2,3,95.19328482036607,90.0,29.00390625,1
base,Base LLaMA-3B,1160,2,4,96.19757532359709,85.0,27.9296875,1
base,Base LLaMA-3B,1160,2,5,96.5915285489059,85.0,28.22265625,1
base,Base LLaMA-3B,1160,3,1,47.917633530625025,100.0,8.3984375,0
base,Base LLaMA-3B,1160,3,2,79.52442554024402,95.0,12.5,1
base,Base LLaMA-3B,1160,3,3,85.25199696757207,100.0,10.9375,1
base,Base LLaMA-3B,1160,3,4,90.62559891088492,100.0,9.5703125,1
base,Base LLaMA-3B,1160,3,5,93.4556133252925,95.0,12.890625,1
base,Base LLaMA-3B,82,0,1,59.988994211219136,100.0,48.468017578125,1
base,Base LLaMA-3B,82,0,2,75.34993441860274,95.0,49.0997314453125,1
base,Base LLaMA-3B,82,0,3,78.24639347590978,90.0,49.06005859375,1
base,Base LLaMA-3B,82,0,4,79.56437786796519,90.0,49.10125732421875,1
base,Base LLaMA-3B,82,0,5,80.80250962244632,90.0,49.10125732421875,1
base,Base LLaMA-3B,82,1,1,77.8606252533847,100.0,15.625,1
base,Base LLaMA-3B,82,1,2,89.04021476492406,100.0,20.3125,1
base,Base LLaMA-3B,82,1,3,92.22834853162153,100.0,20.703125,1
base,Base LLaMA-3B,82,1,4,93.65696293560937,100.0,25.48828125,1
base,Base LLaMA-3B,82,1,5,94.04126812380139,90.0,27.63671875,1
base,Base LLaMA-3B,82,2,1,55.10219370473798,100.0,45.01953125,1
base,Base LLaMA-3B,82,2,2,72.33926396448128,100.0,48.20556640625,1
base,Base LLaMA-3B,82,2,3,81.28380978862263,100.0,48.577880859375,1
base,Base LLaMA-3B,82,2,4,84.72429075107223,90.0,48.760986328125,1
base,Base LLaMA-3B,82,2,5,86.93399347262284,90.0,48.9013671875,1
base,Base LLaMA-3B,35,0,1,79.36383361939829,90.0,4.296875,0
base,Base LLaMA-3B,35,0,2,88.24186682804344,100.0,9.1796875,0
base,Base LLaMA-3B,35,0,3,93.50654214644392,95.0,11.1328125,0
base,Base LLaMA-3B,35,0,4,95.3229377616041,95.0,14.84375,1
base,Base LLaMA-3B,35,0,5,96.06151872426645,95.0,18.26171875,1
base,Base LLaMA-3B,35,1,1,80.53824152993387,90.0,-4.4921875,0
base,Base LLaMA-3B,35,1,2,90.51509643728818,95.0,-10.9375,0
base,Base LLaMA-3B,35,1,3,93.06069631446834,95.0,-13.28125,0
base,Base LLaMA-3B,35,1,4,94.1565204311951,95.0,-14.84375,0
base,Base LLaMA-3B,35,1,5,94.84314738021332,95.0,-15.625,0
base,Base LLaMA-3B,35,2,1,93.22144511120763,90.0,-4.8828125,0
base,Base LLaMA-3B,35,2,2,97.21808667885125,90.0,-4.4921875,0
base,Base LLaMA-3B,35,2,3,97.96470873587272,95.0,-3.7109375,0
base,Base LLaMA-3B,35,2,4,98.46368155225446,95.0,-1.3671875,0
base,Base LLaMA-3B,35,2,5,98.76553344686153,90.0,-1.3671875,0
base,Base LLaMA-3B,35,3,1,81.9303689606251,100.0,-3.125,0
base,Base LLaMA-3B,35,3,2,92.22834853162153,95.0,-10.546875,0
base,Base LLaMA-3B,35,3,3,94.57451288603568,90.0,-10.15625,0
base,Base LLaMA-3B,35,3,4,95.77462638710077,85.0,-8.203125,0
base,Base LLaMA-3B,35,3,5,96.44187868171498,85.0,-8.203125,0
base,Base LLaMA-3B,35,4,1,86.25334961614806,100.0,14.6484375,1
base,Base LLaMA-3B,35,4,2,93.9945332104692,90.0,18.1640625,1
base,Base LLaMA-3B,35,4,3,95.80750850542988,85.0,21.875,1
base,Base LLaMA-3B,35,4,4,96.30013924192961,90.0,21.875,1
base,Base LLaMA-3B,35,4,5,96.68346625110897,80.0,21.77734375,1
base,Base LLaMA-3B,1780,0,1,85.25199696757207,95.0,9.375,0
base,Base LLaMA-3B,1780,0,2,93.03353664775798,95.0,39.6484375,1
base,Base LLaMA-3B,1780,0,3,95.77462638710077,95.0,54.19921875,1
base,Base LLaMA-3B,1780,0,4,96.65745435452794,95.0,55.6640625,1
base,Base LLaMA-3B,1780,0,5,96.76029367265431,90.0,55.95703125,1
base,Base LLaMA-3B,1780,1,1,87.58093631492906,100.0,69.62890625,1
base,Base LLaMA-3B,1780,1,2,95.96812033236124,95.0,70.4254150390625,1
base,Base LLaMA-3B,1780,1,3,96.81052066378429,95.0,70.34912109375,1
base,Base LLaMA-3B,1780,1,4,97.43718135503588,95.0,70.3033447265625,1
base,Base LLaMA-3B,1780,1,5,97.66652706942223,90.0,70.1934814453125,1
base,Base LLaMA-3B,1780,2,1,84.69442622636419,95.0,69.232177734375,1
base,Base LLaMA-3B,1780,2,2,92.54065908596112,100.0,70.428466796875,1
base,Base LLaMA-3B,1780,2,3,94.45668852702816,100.0,70.428466796875,1
base,Base LLaMA-3B,1780,2,4,95.68286468404084,95.0,70.39337158203125,1
