arm,model,id,step_idx,epoch,efficacy,specificity,soft_shift,prediction_changed
base,Base LLaMA-3B,9-983,4,4,97.0845798710459,90.0,-4.6875,0
base,Base LLaMA-3B,9-983,4,5,97.26121624727118,85.0,-4.296875,0
base,Base LLaMA-3B,9-983,5,1,98.60389556601339,100.0,91.259765625,1
base,Base LLaMA-3B,9-983,5,2,99.95222793330241,100.0,93.475341796875,1
base,Base LLaMA-3B,9-983,5,3,99.98900224578182,95.0,93.682861328125,1
base,Base LLaMA-3B,9-983,5,4,99.99703999460796,95.0,93.82476806640625,1
base,Base LLaMA-3B,9-983,5,5,99.99860179245687,95.0,93.8934326171875,1
base,Base LLaMA-3B,7-902,1,1,86.93399347262284,100.0,3.90625,0
base,Base LLaMA-3B,7-902,1,2,95.04070330168683,100.0,5.46875,0
base,Base LLaMA-3B,7-902,1,3,98.02732806496847,90.0,4.6875,0
base,Base LLaMA-3B,7-902,1,4,98.68591719446465,90.0,2.734375,0
base,Base LLaMA-3B,7-902,1,5,99.0080782580891,100.0,1.171875,0
base,Base LLaMA-3B,7-902,3,1,73.60594128929388,95.0,10.546875,0
base,Base LLaMA-3B,7-902,3,2,97.58303182136781,95.0,3.125,0
base,Base LLaMA-3B,7-902,3,3,99.49337594737683,95.0,5.46875,0
base,Base LLaMA-3B,7-902,3,4,99.86783921956679,95.0,4.6875,0
base,Base LLaMA-3B,7-902,3,5,99.94983742579069,90.0,4.6875,0
base,Base LLaMA-3B,7-902,5,1,89.7042345845394,95.0,93.84765625,1
base,Base LLaMA-3B,7-902,5,2,94.22459903025472,95.0,97.4609375,1
base,Base LLaMA-3B,7-902,5,3,96.0306288327751,100.0,98.3154296875,1
base,Base LLaMA-3B,7-902,5,4,96.90865062666418,90.0,98.51531982421875,1
base,Base LLaMA-3B,7-902,5,5,97.35582875844248,90.0,98.553466796875,1
base,Base LLaMA-3B,7-902,7,1,84.17770239505016,100.0,6.25,0
base,Base LLaMA-3B,7-902,7,2,93.30041766772024,100.0,5.859375,0
base,Base LLaMA-3B,7-902,7,3,95.09848085828932,100.0,7.421875,0
base,Base LLaMA-3B,7-902,7,4,96.06151872426645,90.0,14.84375,0
base,Base LLaMA-3B,7-902,7,5,96.35750026626357,90.0,18.359375,0
base,Base LLaMA-3B,7-902,9,1,84.66450331550716,100.0,0.78125,0
base,Base LLaMA-3B,7-902,9,2,95.46683583883238,100.0,0.0,0
base,Base LLaMA-3B,7-902,9,3,97.16321835502869,100.0,1.5625,0
base,Base LLaMA-3B,7-902,9,4,98.48158020431622,95.0,1.5625,0
base,Base LLaMA-3B,7-902,9,5,99.13483047968793,90.0,0.78125,0
base,Base LLaMA-3B,7-902,11,1,92.93763796801142,95.0,1.171875,0
base,Base LLaMA-3B,7-902,11,2,97.44218197519405,95.0,2.734375,0
base,Base LLaMA-3B,7-902,11,3,98.82894557490306,95.0,2.34375,0
base,Base LLaMA-3B,7-902,11,4,99.19514684875014,100.0,3.125,0
base,Base LLaMA-3B,7-902,11,5,99.33275330175462,95.0,5.46875,0
base,Base LLaMA-3B,1359,0,1,77.70876340364646,100.0,1.953125,0
base,Base LLaMA-3B,1359,0,2,88.43545879983792,100.0,2.34375,0
base,Base LLaMA-3B,1359,0,3,92.64913036812223,100.0,1.5625,0
base,Base LLaMA-3B,1359,0,4,94.09341031454082,100.0,1.171875,0
base,Base LLaMA-3B,1359,0,5,95.0261528083491,100.0,1.171875,0
base,Base LLaMA-3B,1359,1,1,81.21055669129983,100.0,4.296875,0
base,Base LLaMA-3B,1359,1,2,92.28882800316833,85.0,4.6875,0
base,Base LLaMA-3B,1359,1,3,96.30013924192961,80.0,3.90625,0
base,Base LLaMA-3B,1359,1,4,97.82496406555497,80.0,4.6875,0
base,Base LLaMA-3B,1359,1,5,98.40870971683945,85.0,7.421875,0
base,Base LLaMA-3B,1359,2,1,63.14013421636282,100.0,2.734375,0
base,Base LLaMA-3B,1359,2,2,72.60807365620119,100.0,1.171875,0
base,Base LLaMA-3B,1359,2,3,77.46801599871421,90.0,0.78125,0
base,Base LLaMA-3B,1359,2,4,80.42387305220939,90.0,0.78125,0
base,Base LLaMA-3B,1359,2,5,82.17573357834576,90.0,1.5625,0
base,Base LLaMA-3B,1359,3,1,88.33336934633189,100.0,8.984375,0
base,Base LLaMA-3B,1359,3,2,93.85211766967733,95.0,8.984375,0
base,Base LLaMA-3B,1359,3,3,96.65745435452794,90.0,10.15625,0
base,Base LLaMA-3B,1359,3,4,97.84189032948301,95.0,12.890625,0
base,Base LLaMA-3B,1359,3,5,98.51675436099855,95.0,14.453125,0
base,Base LLaMA-3B,1508,0,1,84.42300438268767,100.0,1.171875,0
base,Base LLaMA-3B,1508,0,2,95.53711603496986,100.0,0.390625,0
base,Base LLaMA-3B,1508,0,3,97.85868487218013,100.0,0.0,0
base,Base LLaMA-3B,1508,0,4,98.22478740783714,100.0,0.78125,0
base,Base LLaMA-3B,1508,0,5,98.38365054118341,100.0,1.953125,0
base,Base LLaMA-3B,1508,1,1,89.54209987109985,95.0,2.34375,0
base,Base LLaMA-3B,1508,1,2,94.65862726728336,95.0,0.390625,0
base,Base LLaMA-3B,1508,1,3,96.15275354475345,90.0,0.0,0
base,Base LLaMA-3B,1508,1,4,96.81052066378429,90.0,0.0,0
base,Base LLaMA-3B,1508,1,5,97.35582875844248,95.0,0.0,0
base,Base LLaMA-3B,1508,2,1,71.06835985394748,100.0,0.78125,0
base,Base LLaMA-3B,1508,2,2,87.7495727860831,95.0,-0.390625,0
base,Base LLaMA-3B,1508,2,3,91.7109463171231,95.0,-0.390625,0
base,Base LLaMA-3B,1508,2,4,93.54447850085455,95.0,-0.390625,0
base,Base LLaMA-3B,1508,2,5,94.39134572551396,90.0,0.0,0
base,Base LLaMA-3B,1508,3,1,82.62260565495548,100.0,0.0,0
base,Base LLaMA-3B,1508,3,2,94.4458511668931,95.0,-0.78125,0
base,Base LLaMA-3B,1508,3,3,97.02707836138413,100.0,-0.78125,0
base,Base LLaMA-3B,1508,3,4,97.75592101356268,90.0,-0.78125,0
base,Base LLaMA-3B,1508,3,5,98.01960724531389,90.0,-0.390625,0
base,Base LLaMA-3B,1508,4,1,82.21051262373308,100.0,0.0,0
base,Base LLaMA-3B,1508,4,2,97.18529436493206,100.0,0.0,0
base,Base LLaMA-3B,1508,4,3,98.8266561241651,85.0,0.78125,0
base,Base LLaMA-3B,1508,4,4,99.37195428087661,80.0,1.171875,0
base,Base LLaMA-3B,1508,4,5,99.66383135120678,80.0,1.5625,0
base,Base LLaMA-3B,1508,5,1,90.40329139550015,100.0,-0.390625,0
base,Base LLaMA-3B,1508,5,2,97.16321835502869,100.0,-0.390625,0
base,Base LLaMA-3B,1508,5,3,98.27940495741487,95.0,0.0,0
base,Base LLaMA-3B,1508,5,4,98.61746304310535,85.0,0.390625,0
base,Base LLaMA-3B,1508,5,5,98.81745347409033,90.0,0.0,0
base,Base LLaMA-3B,1508,6,1,66.10935776590487,100.0,2.34375,0
base,Base LLaMA-3B,1508,6,2,94.59566485573767,95.0,1.953125,0
base,Base LLaMA-3B,1508,6,3,97.60184081695694,90.0,2.734375,0
base,Base LLaMA-3B,1508,6,4,98.24546926098378,80.0,3.515625,0
base,Base LLaMA-3B,1508,6,5,98.63357008653132,80.0,3.125,0
base,Base LLaMA-3B,147,0,1,83.02515256139138,100.0,-2.34375,0
base,Base LLaMA-3B,147,0,2,90.40329139550015,100.0,-11.328125,0
base,Base LLaMA-3B,147,0,3,94.35838604962227,100.0,-19.53125,0
base,Base LLaMA-3B,147,0,4,96.2418749129002,95.0,-21.484375,0
base,Base LLaMA-3B,147,0,5,97.02707836138413,95.0,-23.4375,0
base,Base LLaMA-3B,147,1,1,78.20386444442973,100.0,-7.421875,0
base,Base LLaMA-3B,147,1,2,90.91401891111842,100.0,-20.703125,0
base,Base LLaMA-3B,147,1,3,95.13662478286872,100.0,-23.4375,0
base,Base LLaMA-3B,147,1,4,96.70927572150482,100.0,-23.4375,0
base,Base LLaMA-3B,147,1,5,97.39682283385446,100.0,-23.046875,0
base,Base LLaMA-3B,147,2,1,74.91280175400613,95.0,18.9453125,0
base,Base LLaMA-3B,147,2,2,84.54422552430152,95.0,23.2421875,0
base,Base LLaMA-3B,147,2,3,87.58093631492906,100.0,22.265625,0
base,Base LLaMA-3B,147,2,4,89.7042345845394,95.0,23.828125,0
base,Base LLaMA-3B,147,2,5,90.91401891111842,95.0,24.8046875,0
base,Base LLaMA-3B,147,3,1,62.26602768924923,100.0,10.3515625,0
base,Base LLaMA-3B,147,3,2,83.64353370856136,95.0,13.28125,0
base,Base LLaMA-3B,147,3,3,90.38452950781529,95.0,12.6953125,0
base,Base LLaMA-3B,147,3,4,93.79178564581007,95.0,14.6484375,0
base,Base LLaMA-3B,147,3,5,96.05381886107484,95.0,14.6484375,0
base,Base LLaMA-3B,147,4,1,93.45880804657378,100.0,6.4453125,0
base,Base LLaMA-3B,147,4,2,99.92733392123341,95.0,26.171875,1
base,Base LLaMA-3B,147,4,3,99.92502725228375,95.0,31.15234375,1
base,Base LLaMA-3B,147,4,4,99.97154355468646,95.0,35.9375,1
base,Base LLaMA-3B,147,4,5,99.99184709191609,95.0,36.03515625,1
base,Base LLaMA-3B,474,0,1,81.71736986789908,100.0,40.234375,0
base,Base LLaMA-3B,474,0,2,91.22789819655581,100.0,58.7890625,0
base,Base LLaMA-3B,474,0,3,93.77964837820748,100.0,66.40625,1
base,Base LLaMA-3B,474,0,4,94.51055896078103,100.0,68.5546875,1
base,Base LLaMA-3B,474,0,5,94.67945130609063,100.0,72.0703125,1
base,Base LLaMA-3B,474,1,1,83.64353370856136,100.0,2.34375,0
base,Base LLaMA-3B,474,1,2,92.51146405108656,100.0,3.515625,0
base,Base LLaMA-3B,474,1,3,95.59771681954732,95.0,7.8125,0
base,Base LLaMA-3B,474,1,4,96.82915437500763,95.0,13.28125,0
base,Base LLaMA-3B,474,1,5,97.45215396263544,95.0,17.1875,0
base,Base LLaMA-3B,474,2,1,83.02515256139138,95.0,25.78125,0
base,Base LLaMA-3B,474,2,2,93.14154165118899,100.0,60.3515625,1
base,Base LLaMA-3B,474,2,3,94.74143757592263,90.0,69.921875,1
base,Base LLaMA-3B,474,2,4,96.09216822871508,90.0,72.265625,1
base,Base LLaMA-3B,474,2,5,97.09594601696809,85.0,71.09375,1
base,Base LLaMA-3B,474,3,1,64.34390193360531,100.0,-0.390625,0
base,Base LLaMA-3B,474,3,2,81.35677729918379,100.0,-2.34375,0
base,Base LLaMA-3B,474,3,3,87.38536451909708,100.0,-1.5625,0
base,Base LLaMA-3B,474,3,4,90.17571200931246,100.0,-0.390625,0
base,Base LLaMA-3B,474,3,5,91.596841173043,100.0,0.78125,0
base,Base LLaMA-3B,7-459,0,1,92.75602429657485,90.0,-0.78125,0
base,Base LLaMA-3B,7-459,0,2,96.18269305419625,90.0,-0.78125,0
base,Base LLaMA-3B,7-459,0,3,98.40870971683945,90.0,-0.78125,0
base,Base LLaMA-3B,7-459,0,4,99.09331012749392,90.0,-0.78125,0
base,Base LLaMA-3B,7-459,0,5,99.14824368984709,90.0,-0.78125,0
base,Base LLaMA-3B,7-459,1,1,84.78384509751571,95.0,-0.78125,0
base,Base LLaMA-3B,7-459,1,2,95.70808643477497,95.0,-0.78125,0
base,Base LLaMA-3B,7-459,1,3,96.76029367265431,90.0,-0.390625,0
base,Base LLaMA-3B,7-459,1,4,97.55454136530511,85.0,-0.390625,0
base,Base LLaMA-3B,7-459,1,5,98.15407097750632,85.0,-0.390625,0
base,Base LLaMA-3B,7-459,2,1,89.74437396991662,85.0,-0.390625,0
base,Base LLaMA-3B,7-459,2,2,94.67945130609063,90.0,0.0,0
base,Base LLaMA-3B,7-459,2,3,97.5640753049979,90.0,-0.390625,0
base,Base LLaMA-3B,7-459,2,4,98.81282511785048,100.0,-0.390625,0
base,Base LLaMA-3B,7-459,2,5,99.2570849421466,100.0,-0.78125,0
base,Base LLaMA-3B,7-459,3,1,84.66450331550716,100.0,-0.390625,0
base,Base LLaMA-3B,7-459,3,2,92.75602429657485,100.0,-0.78125,0
base,Base LLaMA-3B,7-459,3,3,93.89996086954065,100.0,-0.78125,0
base,Base LLaMA-3B,7-459,3,4,94.1793019990428,90.0,-0.390625,0
base,Base LLaMA-3B,7-459,3,5,94.6167343617248,90.0,-0.390625,0
base,Base LLaMA-3B,7-163,0,1,83.80248742026966,100.0,-1.171875,0
base,Base LLaMA-3B,7-163,0,2,92.46745711008072,100.0,0.390625,0
base,Base LLaMA-3B,7-163,0,3,94.90322653301573,100.0,4.296875,0
base,Base LLaMA-3B,7-163,0,4,95.43128179166355,100.0,14.453125,0
base,Base LLaMA-3B,7-163,0,5,95.96812033236124,95.0,14.453125,0
base,Base LLaMA-3B,7-163,1,1,87.13656312790778,95.0,65.52734375,1
base,Base LLaMA-3B,7-163,1,2,96.53785293376804,95.0,74.1455078125,1
base,Base LLaMA-3B,7-163,1,3,98.38995209053051,95.0,76.3916015625,1
base,Base LLaMA-3B,7-163,1,4,98.9924577635567,90.0,76.5625,1
base,Base LLaMA-3B,7-163,1,5,99.23946721925601,85.0,76.0498046875,1
base,Base LLaMA-3B,7-163,2,1,81.06318926097465,100.0,40.234375,0
base,Base LLaMA-3B,7-163,2,2,92.46745711008072,95.0,42.1875,0
base,Base LLaMA-3B,7-163,2,3,94.40228943769597,85.0,43.1640625,0
base,Base LLaMA-3B,7-163,2,4,95.43128179166355,85.0,44.7265625,0
base,Base LLaMA-3B,7-163,2,5,96.0306288327751,85.0,44.7265625,0
base,Base LLaMA-3B,7-163,3,1,84.42300438268767,100.0,-12.109375,0
base,Base LLaMA-3B,7-163,3,2,96.52430247327771,95.0,-16.40625,0
base,Base LLaMA-3B,7-163,3,3,97.02707836138413,95.0,-14.0625,0
base,Base LLaMA-3B,7-163,3,4,97.11854554435962,90.0,-12.890625,0
base,Base LLaMA-3B,7-163,3,5,97.02707836138413,90.0,-12.109375,0
base,Base LLaMA-3B,7-163,4,1,85.01974971358183,95.0,63.28125,1
base,Base LLaMA-3B,7-163,4,2,93.24787219224557,95.0,67.28515625,1
base,Base LLaMA-3B,7-163,4,3,95.35933494870397,95.0,68.212890625,1
base,Base LLaMA-3B,7-163,4,4,95.77462638710077,100.0,66.796875,1
base,Base LLaMA-3B,7-163,4,5,96.32893178677742,95.0,66.796875,1
base,Base LLaMA-3B,508,0,1,83.35347583144328,95.0,61.1328125,1
base,Base LLaMA-3B,508,0,2,89.25219620042508,100.0,64.94140625,1
base,Base LLaMA-3B,508,0,3,93.58219322188921,95.0,65.13671875,1
base,Base LLaMA-3B,508,0,4,95.65749471580408,95.0,66.796875,1
base,Base LLaMA-3B,508,0,5,96.6180534841765,100.0,69.287109375,1
base,Base LLaMA-3B,508,1,1,85.98222123159245,95.0,65.625,1
base,Base LLaMA-3B,508,1,2,94.42411284299162,90.0,74.951171875,1
base,Base LLaMA-3B,508,1,3,95.9838391415263,90.0,76.45263671875,1
base,Base LLaMA-3B,508,1,4,96.82295526529889,80.0,76.1474609375,1
base,Base LLaMA-3B,508,1,5,97.36613740517106,80.0,75.29296875,1
base,Base LLaMA-3B,508,2,1,88.46928971043957,100.0,5.46875,0
base,Base LLaMA-3B,508,2,2,94.72085614451599,95.0,-6.640625,0
base,Base LLaMA-3B,508,2,3,96.37170102693061,85.0,-9.765625,0
base,Base LLaMA-3B,508,2,4,97.65739411459792,90.0,-1.953125,0
base,Base LLaMA-3B,508,2,5,98.48749996208883,100.0,-3.515625,0
base,Base LLaMA-3B,508,3,1,76.15495507030485,100.0,30.46875,0
base,Base LLaMA-3B,508,3,2,89.25219620042508,100.0,35.15625,0
base,Base LLaMA-3B,508,3,3,91.88713205767291,95.0,40.625,0
base,Base LLaMA-3B,508,3,4,92.95141818223408,95.0,48.828125,1
base,Base LLaMA-3B,508,3,5,93.58219322188921,90.0,53.90625,1
base,Base LLaMA-3B,508,4,1,84.11577567314599,100.0,-5.859375,0
base,Base LLaMA-3B,508,4,2,99.42141717118824,95.0,-12.5,0
base,Base LLaMA-3B,508,4,3,99.84427654418792,90.0,-6.640625,0
base,Base LLaMA-3B,508,4,4,99.9192117353927,90.0,5.46875,0
base,Base LLaMA-3B,508,4,5,99.94447509188326,85.0,10.9375,0
base,Base LLaMA-3B,1674,0,1,78.03291523454247,95.0,-16.796875,0
base,Base LLaMA-3B,1674,0,2,91.26209738045796,95.0,-23.046875,0
base,Base LLaMA-3B,1674,0,3,93.60721387932924,85.0,-25.78125,0
base,Base LLaMA-3B,1674,0,4,93.70632484166201,90.0,-22.65625,0
base,Base LLaMA-3B,1674,0,5,93.9945332104692,90.0,-23.046875,0
base,Base LLaMA-3B,1674,1,1,82.14088653875645,95.0,5.859375,0
base,Base LLaMA-3B,1674,1,2,93.11469840418007,95.0,-0.390625,0
base,Base LLaMA-3B,1674,1,3,95.55451517064725,95.0,2.734375,0
base,Base LLaMA-3B,1674,1,4,96.53785293376804,100.0,4.296875,0
base,Base LLaMA-3B,1674,1,5,96.8476792235743,100.0,6.25,0
base,Base LLaMA-3B,1674,2,1,80.76497788389526,95.0,53.3935546875,1
base,Base LLaMA-3B,1674,2,2,90.62559891088492,95.0,56.35986328125,1
base,Base LLaMA-3B,1674,2,3,92.92383081300706,95.0,55.712890625,1
base,Base LLaMA-3B,1674,2,4,94.48907389602414,95.0,56.103515625,1
base,Base LLaMA-3B,1674,2,5,95.35933494870397,95.0,57.0556640625,1
base,Base LLaMA-3B,1674,3,1,81.50186000926958,85.0,-29.6875,0
base,Base LLaMA-3B,1674,3,2,91.79150013761011,90.0,-35.9375,0
base,Base LLaMA-3B,1674,3,3,93.50654214644392,85.0,-35.546875,0
base,Base LLaMA-3B,1674,3,4,94.70019415966442,85.0,-35.15625,0
base,Base LLaMA-3B,1674,3,5,95.46683583883238,80.0,-35.15625,0
base,Base LLaMA-3B,1674,4,1,60.95399764835771,95.0,-11.328125,0
base,Base LLaMA-3B,1674,4,2,81.11858701001664,95.0,-15.234375,0
base,Base LLaMA-3B,1674,4,3,83.46688236862762,95.0,-5.859375,0
base,Base LLaMA-3B,1674,4,4,84.10025615867225,90.0,0.390625,0
base,Base LLaMA-3B,1674,4,5,85.96852530813976,90.0,7.421875,0
base,Base LLaMA-3B,9-440,1,1,77.2468991777501,100.0,12.890625,0
base,Base LLaMA-3B,9-440,1,2,87.43454432210626,95.0,24.609375,0
base,Base LLaMA-3B,9-440,1,3,92.01291041688359,95.0,31.25,0
base,Base LLaMA-3B,9-440,1,4,93.27419624385854,95.0,35.15625,0
base,Base LLaMA-3B,9-440,1,5,93.97102847802987,90.0,37.5,0
base,Base LLaMA-3B,9-440,3,1,79.76297320824692,80.0,3.125,0
base,Base LLaMA-3B,9-440,3,2,87.5323294739798,80.0,3.125,0
base,Base LLaMA-3B,9-440,3,3,91.56395213930173,95.0,2.34375,0
base,Base LLaMA-3B,9-440,3,4,93.00627068111767,100.0,3.90625,0
base,Base LLaMA-3B,9-440,3,5,93.82805553857126,100.0,4.6875,0
base,Base LLaMA-3B,9-440,5,1,83.86563553732114,90.0,3.125,0
base,Base LLaMA-3B,9-440,5,2,94.33630539693081,95.0,2.734375,0
base,Base LLaMA-3B,9-440,5,3,96.10740342096426,95.0,2.34375,0
base,Base LLaMA-3B,9-440,5,4,96.9207026557096,85.0,3.90625,0
base,Base LLaMA-3B,9-440,5,5,97.10726785048675,85.0,4.296875,0
base,Base LLaMA-3B,9-440,7,1,80.98907267932087,100.0,11.71875,0
base,Base LLaMA-3B,9-440,7,2,95.11759007045801,100.0,14.0625,0
base,Base LLaMA-3B,9-440,7,3,96.53785293376804,100.0,23.828125,0
base,Base LLaMA-3B,9-440,7,4,96.74761382060034,95.0,29.296875,0
base,Base LLaMA-3B,9-440,7,5,96.99203450186144,100.0,31.640625,0
base,Base LLaMA-3B,9-440,8,1,59.04016055236521,95.0,1.5625,0
base,Base LLaMA-3B,9-440,8,2,82.65651275510439,100.0,-0.78125,0
base,Base LLaMA-3B,9-440,8,3,93.61968760438376,100.0,-1.171875,0
base,Base LLaMA-3B,9-440,8,4,96.68993753441751,100.0,-0.78125,0
base,Base LLaMA-3B,9-440,8,5,98.25571965475561,100.0,-1.171875,0
base,Base LLaMA-3B,7-658,0,1,75.82670984577217,90.0,9.375,0
base,Base LLaMA-3B,7-658,0,2,88.75837607898829,95.0,11.328125,0
base,Base LLaMA-3B,7-658,0,3,93.3913902201905,95.0,15.0390625,0
base,Base LLaMA-3B,7-658,0,4,95.16503779948174,95.0,8.984375,0
base,Base LLaMA-3B,7-658,0,5,96.11499872895024,95.0,11.328125,0
base,Base LLaMA-3B,7-658,1,1,52.01947564403224,100.0,0.78125,0
base,Base LLaMA-3B,7-658,1,2,78.70877138075957,100.0,-5.078125,0
base,Base LLaMA-3B,7-658,1,3,89.12550449027789,100.0,-7.421875,0
base,Base LLaMA-3B,7-658,1,4,93.19491459749898,95.0,-10.15625,0
base,Base LLaMA-3B,7-658,1,5,95.60630663765926,95.0,-11.328125,0
base,Base LLaMA-3B,7-658,2,1,79.56437786796519,100.0,28.90625,0
base,Base LLaMA-3B,7-658,2,2,93.41715474803814,90.0,27.5390625,0
base,Base LLaMA-3B,7-658,2,3,96.06920356333951,80.0,27.5390625,0
base,Base LLaMA-3B,7-658,2,4,96.89048408110322,85.0,27.734375,0
base,Base LLaMA-3B,7-658,2,5,97.29840575197349,90.0,27.9296875,0
base,Base LLaMA-3B,7-658,4,1,57.69866594542694,95.0,0.0,0
base,Base LLaMA-3B,7-658,4,2,82.90871604226855,90.0,-11.328125,0
base,Base LLaMA-3B,7-658,4,3,86.26676752663307,90.0,-9.765625,0
base,Base LLaMA-3B,7-658,4,4,88.43545879983792,85.0,-9.375,0
base,Base LLaMA-3B,7-658,4,5,90.10832372198718,85.0,-9.375,0
base,Base LLaMA-3B,9-877,0,1,88.14964664660944,100.0,-10.15625,0
base,Base LLaMA-3B,9-877,0,2,95.43128179166355,100.0,-12.5,0
base,Base LLaMA-3B,9-877,0,3,97.0037614479853,100.0,-12.109375,0
base,Base LLaMA-3B,9-877,0,4,97.43718135503588,100.0,-12.109375,0
base,Base LLaMA-3B,9-877,0,5,97.66652706942223,100.0,-12.109375,0
base,Base LLaMA-3B,9-877,1,1,71.84874148664106,95.0,22.65625,0
base,Base LLaMA-3B,9-877,1,2,91.48116528465314,90.0,28.90625,0
base,Base LLaMA-3B,9-877,1,3,94.2358681017388,90.0,27.734375,0
base,Base LLaMA-3B,9-877,1,4,94.91317145369543,95.0,32.03125,0
base,Base LLaMA-3B,9-877,1,5,95.36838990202595,85.0,38.4765625,0
base,Base LLaMA-3B,9-877,2,1,72.44710295446836,95.0,67.7734375,1
base,Base LLaMA-3B,9-877,2,2,91.79150013761011,100.0,80.7861328125,1
base,Base LLaMA-3B,9-877,2,3,94.4458511668931,95.0,82.568359375,1
base,Base LLaMA-3B,9-877,2,4,95.46683583883238,90.0,83.02001953125,1
base,Base LLaMA-3B,9-877,2,5,96.1225792168278,90.0,83.502197265625,1
base,Base LLaMA-3B,9-877,3,1,78.37348331701128,95.0,67.67578125,1
base,Base LLaMA-3B,9-877,3,2,91.12449543634658,90.0,80.1513671875,1
base,Base LLaMA-3B,9-877,3,3,93.30041766772024,90.0,81.54296875,1
base,Base LLaMA-3B,9-877,3,4,93.9945332104692,95.0,81.1279296875,1
base,Base LLaMA-3B,9-877,3,5,94.4458511668931,90.0,81.54296875,1
base,Base LLaMA-3B,9-877,4,1,85.81698409126575,85.0,84.5733642578125,1
base,Base LLaMA-3B,9-877,4,2,94.1793019990428,90.0,84.64889526367188,1
base,Base LLaMA-3B,9-877,4,3,95.53711603496986,85.0,84.59548950195312,1
base,Base LLaMA-3B,9-877,4,4,96.41397199034334,85.0,84.5184326171875,1
base,Base LLaMA-3B,9-877,4,5,96.88440487303002,85.0,84.48486328125,1
base,Base LLaMA-3B,7-671,1,1,73.81134148374335,100.0,25.0,0
base,Base LLaMA-3B,7-671,1,2,80.53824152993387,90.0,31.640625,1
base,Base LLaMA-3B,7-671,1,3,85.98222123159245,85.0,37.890625,1
base,Base LLaMA-3B,7-671,1,4,89.74437396991662,85.0,38.76953125,1
base,Base LLaMA-3B,7-671,1,5,92.13673876337887,75.0,36.5234375,1
base,Base LLaMA-3B,7-671,3,1,83.73909214847609,100.0,17.96875,0
base,Base LLaMA-3B,7-671,3,2,97.5449701108274,95.0,18.5546875,0
base,Base LLaMA-3B,7-671,3,3,98.31268427806029,90.0,27.9296875,1
base,Base LLaMA-3B,7-671,3,4,98.51094910170592,85.0,27.1484375,1
base,Base LLaMA-3B,7-671,3,5,98.84032599437539,85.0,31.640625,1
base,Base LLaMA-3B,7-671,5,1,80.53824152993387,100.0,43.75,1
base,Base LLaMA-3B,7-671,5,2,92.84041916981849,85.0,56.4697265625,1
base,Base LLaMA-3B,7-671,5,3,96.22716602718964,85.0,60.36376953125,1
base,Base LLaMA-3B,7-671,5,4,97.67562441823003,85.0,61.7462158203125,1
base,Base LLaMA-3B,7-671,5,5,98.45163205732874,85.0,62.2100830078125,1
base,Base LLaMA-3B,9-771,0,1,93.75530261031417,95.0,9.375,0
base,Base LLaMA-3B,9-771,0,2,98.06548299406528,100.0,4.6875,0
base,Base LLaMA-3B,9-771,0,3,99.14156328231036,100.0,2.734375,0
base,Base LLaMA-3B,9-771,0,4,99.37195428087661,100.0,3.515625,0
base,Base LLaMA-3B,9-771,0,5,99.39127721625502,100.0,3.515625,0
base,Base LLaMA-3B,9-771,1,1,84.30083249187668,90.0,2.34375,0
base,Base LLaMA-3B,9-771,1,2,95.21202442691384,90.0,4.296875,0
base,Base LLaMA-3B,9-771,1,3,97.47691417534179,90.0,6.25,0
base,Base LLaMA-3B,9-771,1,4,97.77338457478403,85.0,12.5,0
base,Base LLaMA-3B,9-771,1,5,98.0954749003309,85.0,12.890625,0
base,Base LLaMA-3B,9-771,2,1,87.58093631492906,100.0,1.953125,0
base,Base LLaMA-3B,9-771,2,2,96.27112087435374,95.0,0.78125,0
base,Base LLaMA-3B,9-771,2,3,97.73832048393311,95.0,0.390625,0
base,Base LLaMA-3B,9-771,2,4,98.29279473426537,90.0,1.171875,0
base,Base LLaMA-3B,9-771,2,5,98.6282220310614,90.0,1.953125,0
base,Base LLaMA-3B,9-771,3,1,75.96793606502914,80.0,12.5,0
base,Base LLaMA-3B,9-771,3,2,88.64805680378615,80.0,25.390625,0
base,Base LLaMA-3B,9-771,3,3,89.33583627316015,75.0,21.875,0
base,Base LLaMA-3B,9-771,3,4,90.44070541665205,80.0,12.890625,0
base,Base LLaMA-3B,9-771,3,5,91.01987379712082,85.0,10.9375,0
base,Base LLaMA-3B,9-771,4,1,77.64336128933141,95.0,2.34375,0
base,Base LLaMA-3B,9-771,4,2,88.49178865020077,100.0,2.34375,0
base,Base LLaMA-3B,9-771,4,3,94.64818470416884,100.0,1.5625,0
base,Base LLaMA-3B,9-771,4,4,96.26383079040633,95.0,1.5625,0
base,Base LLaMA-3B,9-771,4,5,96.90260693479779,90.0,1.5625,0
base,Base LLaMA-3B,9-771,5,1,53.58642129204707,95.0,5.46875,0
base,Base LLaMA-3B,9-771,5,2,71.84874148664106,95.0,0.78125,0
base,Base LLaMA-3B,9-771,5,3,77.55585987944045,100.0,0.390625,0
base,Base LLaMA-3B,9-771,5,4,80.95190567781283,100.0,1.953125,0
base,Base LLaMA-3B,9-771,5,5,82.65651275510439,100.0,2.734375,0
base,Base LLaMA-3B,9-771,6,1,92.59870813749205,100.0,1.171875,0
base,Base LLaMA-3B,9-771,6,2,98.7138483264243,95.0,-0.78125,0
base,Base LLaMA-3B,9-771,6,3,99.08798189671528,95.0,0.390625,0
